,Day +1,Day +2,Day +7,Day +28,Day +63
2017-04-21,0.771141857094463,2.2170342180569946,1.7832657743493527,-0.6265548272548713,1.976052157896575
2017-07-21,0.04824849569280332,-0.33771738478900915,-0.6754347695780183,-3.6666611412034484,-2.364029055209919
2017-11-03,-0.28980948839418375,-0.9660340847323496,-4.2022504796622755,-0.6762245963381588,-3.622627817746313
2018-02-02,-0.09671480689709,-2.756311123238227,-2.3211037154329617,-1.3539777822180028,-1.4506888998224383
2018-04-18,0.19367604809279015,2.517777543016159,3.1472237758018835,2.711453591108949,4.406112547309959
2018-07-20,-0.29087781605846175,0.8241544286176818,-0.6302383503867617,-1.260473002061424,-2.7633448006235994
2018-10-31,-0.009711650388219084,0.8058928984816234,1.1942774280041775,0.6408318809756395,-2.699260998062634
2019-01-25,-0.768527606870478,-0.6226070392550298,-0.8658116962893416,1.1771096494040236,-1.0117322639047899
2019-04-28,0.11694375243610722,1.500744699153202,0.2728650382275646,-0.4190391525876649,1.5299787785338808
2019-07-24,0.16595778679145923,0.8297814860593036,2.0988548909128895,-0.615010175891598,1.2593129345477365
2019-10-27,0.664854880078174,1.7599084409048018,1.5350316034862672,1.8870140376139801,4.712645413079358
2020-01-23,0.3426759587055699,-0.41121115044669665,-2.105020131728068,-0.6461916184789729,-15.14634273532355
2020-05-01,-0.6281183411933213,0.2159145683239494,-1.3543784767572404,0.9323601500638645,-0.5397892287119923
2021-01-28,0.1282826830439916,0.18749268133024088,0.6118215914213323,2.8321457079697296,8.506307339148961
2021-04-28,0.602729276152786,-0.4940398959645478,0.9782006524689209,-0.3853505157763024,0.8398700846748923
2021-10-29,0.1089504593115862,2.297851180516176,4.803700409845028,0.713127531290958,1.2281636618589573
2022-07-30,-0.17887123524307924,-0.6260493233507916,-2.255761652659615,-0.1689356291825561,-7.9398835931194185
2022-10-29,0.4178373698189546,-0.8655151156461685,-3.511805807709493,7.105427357601002e-15,-2.278198667369182
