,Day +1,Day +2,Day +7,Day +28,Day +63
2009-10-20,-0.25,-0.5800018310546875,-1.3500022888183594,-3.0400009155273438,-2.1599998474121094
2013-02-05,-0.45999908447265625,-0.31999969482421875,-0.45999908447265625,-3.8300018310546875,-2.2600021362304688
2013-04-22,0.75,0.8500022888183594,-0.15999984741210938,7.0800018310546875,13.419998168945312
2013-07-18,-5.339996337890625,-6.5399932861328125,-4.079994201660156,-3.7299957275390625,-6.739997863769531
2013-10-21,0.9699974060058594,3.759998321533203,-1.3800010681152344,-1.2199974060058594,0.9799995422363281
2014-02-20,-3.529998779296875,-4.279998779296875,-4.219997406005859,-3.4199981689453125,-6.3899993896484375
2014-05-07,0.12999725341796875,0.80999755859375,3.029998779296875,3.700000762939453,4.009998321533203
2014-08-12,0.26000213623046875,0.55999755859375,-0.20999908447265625,-1.2700004577636719,3.5699996948242188
2014-11-11,0.0,3.5400009155273438,5.079994201660156,2.3899993896484375,2.089996337890625
2015-02-10,-0.05999755859375,0.20000457763671875,-1.339996337890625,-1.220001220703125,1.910003662109375
2015-05-10,-0.18000030517578125,1.6199951171875,2.5499954223632812,1.9099960327148438,2.2299957275390625
2015-08-11,-1.0,0.09999847412109375,3.7699966430664062,-7.25,-16.5
2015-11-08,-0.29000091552734375,-3.7999954223632812,-9.139999389648438,-3.5199966430664062,-15.540000915527344
2016-02-04,-0.029998779296875,-2.8300018310546875,-2.6399993896484375,2.9000015258789062,12.319999694824219
2016-05-11,0.410003662109375,-2.5099945068359375,-2.589996337890625,5.450004577636719,12.510002136230469
2016-08-09,0.8799972534179688,-0.31999969482421875,-2.9800033569335938,1.6500015258789062,21.709999084472656
2016-11-11,-0.4499969482421875,-0.4499969482421875,0.8000030517578125,2.8000030517578125,-9.75
2017-03-02,0.3000030517578125,-1.399993896484375,-2.149993896484375,1.0500030517578125,4.100006103515625
2017-05-11,0.0,-1.70001220703125,-5.45001220703125,1.6999969482421875,6.899993896484375
2017-08-10,0.0,-1.25,2.1500091552734375,7.20001220703125,19.5
2017-11-11,-0.5,3.6999969482421875,2.75,5.4499969482421875,24.300003051757812
2018-03-02,0.649993896484375,6.5500030517578125,17.100006103515625,9.699996948242188,17.399993896484375
2018-05-10,0.20001220703125,2.45001220703125,9.850006103515625,27.70001220703125,36.75
2018-08-10,1.25,-3.399993896484375,2.300018310546875,5.20001220703125,-27.769989013671875
2018-11-10,-0.3799896240234375,-11.909988403320312,7.9900054931640625,5.44000244140625,-1.4399871826171875
2019-03-01,1.209991455078125,-16.730010986328125,-21.45001220703125,-13.300003051757812,-25.010009765625
2019-05-10,-4.0099945068359375,-3.6999969482421875,-2.17999267578125,2.07000732421875,20.089996337890625
2019-08-08,1.0399932861328125,3.2599945068359375,0.4099884033203125,-6.4600067138671875,-10.900009155273438
2019-11-12,-1.4499969482421875,-3.80999755859375,-0.470001220703125,1.5099945068359375,10.350006103515625
2020-02-28,0.540008544921875,5.3600006103515625,-10.6199951171875,-17.099990844726562,20.830001831054688
2020-05-10,2.989990234375,2.1999969482421875,-11.160003662109375,0.3899993896484375,-16.680007934570312
2021-05-07,1.5800018310546875,-0.2400054931640625,-2.8199920654296875,5.9499969482421875,6.05999755859375
2021-08-07,0.9499969482421875,1.19000244140625,-7.0200042724609375,9.129989624023438,34.80999755859375
2021-11-03,4.3600006103515625,0.089996337890625,0.2100067138671875,-16.910003662109375,-17.779998779296875
2022-05-09,-13.69000244140625,-15.069992065429688,-22.220001220703125,-24.349990844726562,-39.25999450683594
2022-08-08,-18.100006103515625,-18.430007934570312,-16.960006713867188,-30.540008544921875,-44.529998779296875
2022-11-07,-13.170013427734375,2.6899871826171875,20.909988403320312,14.209991455078125,31.409988403320312
