,Day +1,Day +2,Day +7,Day +28,Day +63
2008-03-31,0.014467321018553969,0.009300376092179707,-0.03203555764469712,-0.044436225467995305,-0.02376832098720416
2008-06-03,0.0020666533079547467,0.02583497559129544,0.007233723291394156,-0.14880939452270492,0.11057350088127493
2012-07-31,0.00942131263927859,-0.016957838678955728,-0.005652862450959528,0.056526378487827156,0.05718596021344746
2012-11-01,0.010121244499514681,-0.02024210599575582,-0.07287211778930391,-0.09716256838355619,-0.26314871845628307
2013-02-27,-0.0020764675734370464,-0.01453291607016105,0.008304691821798382,-0.053979318369743456,-0.08927357117041801
2013-05-01,0.0042583386962311565,0.07026107779578794,0.044711851320815565,0.13626381689534428,0.1532971716802698
2013-08-01,0.0021827656328499145,0.019645303707120476,0.015279772441421091,-0.11787223525419543,-0.029904508687250697
2013-10-31,0.007042220281479494,0.05868545101698697,0.05868545101698697,0.07276989157994596,0.023474349609588607
2014-03-04,0.0072167497379140855,-0.028866998951653677,0.021650682704234647,0.15395891720729793,0.06976249212048913
2014-05-13,0.002451343613620871,-0.09315768376453004,-0.10296394174527279,0.08580276939740905,0.029418332179097284
2014-07-31,-0.007497973577371475,-0.009997147975546739,0.17995316738827327,0.7223118439512719,0.5898465931910861
2014-11-01,-0.024022078923925605,-0.050712870555427614,-0.18416820292133806,-0.17082280710558617,-0.3202922479948249
2015-03-02,0.04621989739850285,0.18488052280143918,0.0,-0.05981439657780996,-0.05437659690608765
2015-05-01,0.016623328975978957,0.03601832227120738,0.07203664454241476,0.011081902320199788,0.44053248273383705
2015-07-30,0.04513283333892826,0.022566416669463685,0.15796443258420645,-0.4456851558902777,-0.502806776289578
2015-11-03,0.0030125189907028727,0.027109224661550968,0.15663080231001292,0.6355587969237178,-0.054218449323101936
2016-03-01,-0.03370134801468705,-0.09191304045622228,0.303312632895155,0.0520838559533372,-0.5606697470881441
2016-04-29,-0.006235343257689152,-0.15899335507151857,-0.2681065118233157,-0.10287832304246614,0.2525189180016305
2016-07-28,0.0,-0.060338061007520594,-0.13337843460193533,-0.03810849492551238,0.13560154692661985
2016-11-03,-0.023775924044126207,-0.09850018122307969,0.05094833313482727,-0.16982689591926636,0.4279645179218843
2017-03-01,-0.2178412903096243,-0.522127656703141,-0.7226797164947127,-1.0304232830880187,-0.5082967028912462
2017-05-05,-0.03524737765225261,-0.29960298438123534,-0.29960298438123534,0.0070493657956154365,-0.46879050684688384
2017-08-04,-0.0035892966365800305,0.111269871931027,0.11485972729995986,0.31945298797911725,0.27027895357915277
2017-11-07,0.003842533402314885,-0.07684212402003432,0.29584488308544543,0.779955106026538,0.24205568107229603
2018-03-01,-0.058672491043753716,-0.03911460743714823,0.37550707407539186,0.26207285686596116,-0.10952229255529033
2018-05-13,0.027926590474192103,-0.047872887728249935,-0.1795249554395726,0.19548317612182675,-0.19548258468232227
2018-08-07,-0.028498542778940816,-0.23613164526164976,-0.27684333188987864,-0.5944001611038869,-1.345950619417522
2018-11-07,0.01317386570927681,0.19760550561924894,0.29860369604542747,-0.8211609391311434,-1.2998050898509463
2019-02-28,0.0,0.09591523012858083,-0.2238036008729294,-0.4065003060451504,-0.9637248215265588
2019-05-07,-0.00473638710515889,-0.09472239252011683,-0.02841665088624623,0.25101380522000394,-0.00473638710515889
2019-11-06,-0.08555028504380857,0.02138766113413748,0.27803815677282184,1.5292095027577783,1.1281931931955196
2020-05-08,-0.17943388366113133,-0.06168072738624808,-0.521481656531182,0.2579364905152213,-1.4803336872387156
2021-05-08,0.02992923533178171,0.0,-0.02993004024895818,0.37711416058411906,0.03591620928218475
2021-11-08,1.0603768140023124,0.8939231383039772,0.9185832184424232,1.0110574827192753,1.1665385957823045
2022-03-01,-0.04403708755428326,0.5900947893896884,-0.5900947893896866,-0.3258739439391505,1.5236770138401088
2022-08-05,0.0,0.027409733259103675,0.11877289685341808,-0.5207727335548284,-1.4435461751230765
